WARNING: Interface fairchem is under development and should be used with care:
         Only basic functionality, no error checks
        _______  
       /\______\ 
      / /      / 
     / / Cuby /   Dataset calculation
     \/______/   
                 
==========================================================================================
name                                             E      Eref     error  error(%)
422 3GNW_32_ile                             -0.908    -0.859    -0.049    -5.660
423 3GNW_33_tyr                             -6.735    -6.613    -0.122    -1.843
424 3GNW_34_hie                             -0.154    -0.146    -0.008    -5.687
425 3GNW_35_ser                             -5.201    -4.733    -0.468    -9.891
426 3JVS_01_bbn                             -1.970    -1.960    -0.010    -0.520
427 3JVS_02_bbn                            -12.984   -13.696     0.712     5.201
428 3JVS_03_bbn                             -1.211    -1.071    -0.140   -13.112
429 3JVS_04_bbn                             -1.378    -0.504    -0.874  -173.495
430 3JVS_05_bbn                            -13.297   -12.381    -0.916    -7.397
431 3JVS_06_pro                             -5.278    -4.961    -0.317    -6.387
432 3JVS_07_bbn                              0.646     0.651    -0.005    -0.824
433 3JVS_08_pro                             -2.551    -2.382    -0.169    -7.099
434 3JVS_09_bbn                             -0.642    -0.536    -0.106   -19.856
435 3JVS_10_bbn                             -1.245    -1.080    -0.165   -15.303
436 3JVS_11_bbn                             -0.502    -0.457    -0.045    -9.885
437 3JVS_12_bbn                             -2.874    -2.491    -0.383   -15.361
438 3JVS_13_bbn                             -1.089    -1.033    -0.056    -5.450
439 3JVS_14_phe                             -8.509    -7.727    -0.782   -10.115
440 3JVS_15_asp                             -7.281    -7.306     0.025     0.338
441 3JVS_16_arg                              1.061    -0.422     1.483   351.355
442 3JVS_17_ile                             -3.855    -3.698    -0.157    -4.240
443 3JVS_18_glu                             -7.854    -8.054     0.200     2.481
444 3JVS_19_tyr                             -1.089    -1.071    -0.018    -1.709
445 3JVS_20_ala                             -0.599    -0.589    -0.010    -1.745
446 3JVS_21_glu                             -3.699    -3.715     0.016     0.419
447 3JVS_22_leu                             -1.917    -1.646    -0.271   -16.489
448 3NOX_01_bbn                              0.805     0.798     0.007     0.894
449 3NOX_02_bbn                             -6.329    -6.207    -0.122    -1.969
450 3NOX_03_bbn                              0.536     0.757    -0.221   -29.209
451 3NOX_04_bbn                             -2.200    -1.971    -0.229   -11.616
452 3NOX_05_bbn                              1.373     1.333     0.040     3.019
453 3NOX_06_bbn                             -1.656    -1.433    -0.223   -15.593
454 3NOX_07_arg                             45.155    45.802    -0.647    -1.413
455 3NOX_08_glu                           -112.018  -111.564    -0.454    -0.407
456 3NOX_09_glu                           -123.064  -122.376    -0.688    -0.562
457 3NOX_10_tyr                             -4.814    -4.538    -0.276    -6.091
458 3NOX_11_trp                             -1.399    -0.699    -0.700  -100.177
459 3NOX_12_ser                             -6.832    -6.327    -0.505    -7.989
460 3NOX_13_tyr                             -2.104    -2.286     0.182     7.950
461 3NOX_14_val                             -0.140    -0.341     0.201    58.880
462 3NOX_15_trp                             -1.998    -2.227     0.229    10.303
463 3NOX_16_tyr                            -16.534   -16.022    -0.512    -3.196
464 3NOX_17_asp                            -61.960   -62.357     0.397     0.637
465 3NOX_18_tyr                             -8.910    -8.583    -0.327    -3.812
466 3NOX_19_asn                             -4.605    -4.442    -0.163    -3.662
467 3NOX_20_val                             -1.517    -1.718     0.201    11.679
468 3NOX_21_hid                             -8.613    -8.313    -0.300    -3.609
469 3PE2_01_bbn                             -3.772    -3.063    -0.709   -23.145
470 3PE2_02_bbn                             -0.693    -0.120    -0.573  -477.325
471 3PE2_03_bbn                             -1.805    -1.582    -0.223   -14.078
472 3PE2_04_bbn                             -1.741    -1.140    -0.601   -52.738
473 3PE2_05_bbn                             -2.826    -2.152    -0.674   -31.325
474 3PE2_06_bbn                             -2.499    -2.152    -0.347   -16.107
475 3PE2_07_bbn                             -2.012    -1.632    -0.380   -23.278
476 3PE2_08_bbn                             -8.958    -8.648    -0.310    -3.590
477 3PE2_09_bbn                             -0.192     0.102    -0.294  -288.434
478 3PE2_10_bbn                             -2.411    -1.706    -0.705   -41.323
479 3PE2_11_bbn                             -4.101    -3.556    -0.545   -15.316
480 3PE2_12_bbn                            -18.960   -18.392    -0.568    -3.086
481 3PE2_13_bbn                             -7.083    -6.612    -0.471    -7.122
482 3PE2_14_leu                             -3.834    -3.361    -0.473   -14.076
483 3PE2_15_arg                            -24.438   -22.648    -1.790    -7.904
484 3PE2_16_val                             -4.398    -5.128     0.730    14.238
485 3PE2_17_val                             -4.158    -3.574    -0.584   -16.335
486 3PE2_18_lys                           -101.899  -101.837    -0.062    -0.061
487 3PE2_19_ile                             -3.374    -3.154    -0.220    -6.980
488 3PE2_20_phe                             -3.325    -2.992    -0.333   -11.137
489 3PE2_21_hid                             -1.968    -1.757    -0.211   -11.999
490 3PE2_22_val                             -1.389    -1.155    -0.234   -20.298
491 3PE2_23_asn                             -1.173    -0.799    -0.374   -46.786
492 3PE2_24_hid                             -3.254    -2.844    -0.410   -14.402
493 3PE2_25_met                             -4.325    -4.093    -0.232    -5.658
494 3PE2_26_ile                             -5.826    -5.304    -0.522    -9.847
495 3PE2_27_asp                             57.019    57.516    -0.497    -0.864
496 3PE2_28_trp                             -3.985    -4.656     0.671    14.414
497 4GID_01_bbn                             -1.841    -2.050     0.209    10.218
498 4GID_02_bbn                              1.700     1.595     0.105     6.569
499 4GID_03_bbn                             -2.050    -1.725    -0.325   -18.858
500 4GID_04_bbn                             -5.743    -5.236    -0.507    -9.687
501 4GID_05_bbn                             -0.005     0.112    -0.117  -104.267
502 4GID_06_bbn                              2.145     2.493    -0.348   -13.948
503 4GID_07_bbn                            -14.928   -14.417    -0.511    -3.546
504 4GID_08_bbn                             -0.230    -0.097    -0.133  -136.692
505 4GID_09_pro                             -1.161    -1.047    -0.114   -10.912
506 4GID_10_bbn                             -4.457    -4.144    -0.313    -7.543
507 4GID_11_bbn                             -2.835    -2.179    -0.656   -30.087
508 4GID_12_bbn                             -3.234    -2.931    -0.303   -10.342
509 4GID_13_bbn                             -5.912    -5.824    -0.088    -1.507
510 4GID_14_bbn                             -1.967    -2.012     0.045     2.228
511 4GID_15_bbn                             -1.914    -1.966     0.052     2.632
512 4GID_16_bbn                             -4.116    -4.380     0.264     6.032
513 4GID_17_bbn                              0.418     0.779    -0.361   -46.294
514 4GID_18_bbn                             -3.318    -3.432     0.114     3.311
515 4GID_19_bbn                             -2.295    -1.652    -0.643   -38.893
516 4GID_20_bbn                             -0.593    -0.379    -0.214   -56.507
517 4GID_21_bbn                            -19.169   -18.166    -1.003    -5.523
518 4GID_22_bbn                             -7.471    -6.907    -0.564    -8.173
519 4GID_23_bbn                             -6.202    -5.857    -0.345    -5.890
520 4GID_24_bbn                              0.359     0.454    -0.095   -20.819
521 4GID_25_ser                              0.070     0.291    -0.221   -76.099
522 4GID_26_gln                             -1.541    -1.744     0.203    11.658
523 4GID_27_tyr                             -0.307    -0.498     0.191    38.398
524 4GID_28_leu                             -2.561    -2.591     0.030     1.147
525 4GID_29_asp                            -80.323   -79.976    -0.347    -0.434
526 4GID_30_ser                              0.532     0.726    -0.194   -26.710
527 4GID_31_val                             -0.791    -0.830     0.039     4.689
528 4GID_32_tyr                             -9.288    -8.307    -0.981   -11.804
529 4GID_33_thr                             -1.812    -1.485    -0.327   -22.015
530 4GID_34_gln                             -3.508    -2.954    -0.554   -18.751
531 4GID_35_phe                             -2.828    -2.732    -0.096    -3.521
532 4GID_36_ile                             -1.583    -1.625     0.042     2.555
533 4GID_37_trp                             -2.639    -3.718     1.079    29.010
534 4GID_38_ile                             -1.833    -1.892     0.059     3.111
535 4GID_39_ile                             -1.252    -1.303     0.051     3.945
536 4GID_40_arg                             27.613    28.317    -0.704    -2.486
537 4GID_41_tyr                             -4.334    -4.078    -0.256    -6.267
538 4GID_42_ile                             -1.395    -1.315    -0.080    -6.061
539 4GID_43_asp                           -114.872  -114.321    -0.551    -0.482
540 4GID_44_thr                             -7.118    -6.629    -0.489    -7.370
541 4GID_45_thr                             -5.544    -4.836    -0.708   -14.649
542 4GID_46_asn                             -5.723    -5.295    -0.428    -8.084
543 4GID_47_arg                             26.561    27.645    -1.084    -3.922
544 4GID_48_lys                             25.197    23.587     1.610     6.825
545 4GID_49_ser                              0.036     0.084    -0.048   -57.491
546 4GID_50_val                             -1.389    -1.455     0.066     4.548
547 4GID_51_ala                             -0.270    -0.385     0.115    29.772
==========================================================================================
RMSE                0.471   kcal/mol
MUE                 0.292   kcal/mol
------------------------------------------------------------------------------------------
MSE                -0.176   kcal/mol
min                -3.300   kcal/mol
max                 3.321   kcal/mol
range               6.621   kcal/mol
min abs             0.000   kcal/mol
max abs             3.321   kcal/mol
==========================================================================================
RMSE              277.880   %
MUE                37.681   %
MSE               -22.180   %
min             -5963.822   %
max              1327.030   %
range            7290.852   %
min abs             0.056   %
max abs          5963.822   %
------------------------------------------------------------------------------------------
RMSE/|avg|          5.822   %
MUE/|avg|           3.604   %
==========================================================================================
Statistics for groups:
neutral-neutral(225)RMSE      0.270   MSE      -0.109   kcal/mol
charged-neutral(280)RMSE      0.430   MSE      -0.195   kcal/mol
charged-charged(42) RMSE      1.128   MSE      -0.415   kcal/mol
--------------------------------------------------------------------------------
neutral-neutralRMSE/|avg|     11.94 %
charged-neutralRMSE/|avg|     10.08 %
charged-chargedRMSE/|avg|     1.74 %
==========================================================================================

