        _______  
       /\______\ 
      / /      / 
     / / Cuby /   Dataset calculation
     \/______/   
                 
==========================================================================================
name                                             E      Eref     error  error(%)
432 3JVS_07_bbn                              1.018     0.651     0.367    56.442
433 3JVS_08_pro                             -2.463    -2.382    -0.081    -3.408
434 3JVS_09_bbn                             -0.663    -0.536    -0.127   -23.719
435 3JVS_10_bbn                             -1.281    -1.080    -0.201   -18.567
436 3JVS_11_bbn                             -0.282    -0.457     0.175    38.391
437 3JVS_12_bbn                             -2.541    -2.491    -0.050    -2.017
438 3JVS_13_bbn                             -0.877    -1.033     0.156    15.095
439 3JVS_14_phe                             -7.601    -7.727     0.126     1.631
440 3JVS_15_asp                             -9.170    -7.306    -1.864   -25.515
441 3JVS_16_arg                              1.189    -0.422     1.611   381.667
442 3JVS_17_ile                             -4.191    -3.698    -0.493   -13.328
443 3JVS_18_glu                             -9.624    -8.054    -1.570   -19.499
444 3JVS_19_tyr                             -1.100    -1.071    -0.029    -2.673
445 3JVS_20_ala                             -0.813    -0.589    -0.224   -37.979
446 3JVS_21_glu                             -7.206    -3.715    -3.491   -93.971
447 3JVS_22_leu                             -2.992    -1.646    -1.346   -81.769
448 3NOX_01_bbn                              0.561     0.798    -0.237   -29.692
449 3NOX_02_bbn                             -5.754    -6.207     0.453     7.304
450 3NOX_03_bbn                              0.333     0.757    -0.424   -56.075
451 3NOX_04_bbn                             -2.217    -1.971    -0.246   -12.470
452 3NOX_05_bbn                              1.334     1.333     0.001     0.055
453 3NOX_06_bbn                             -1.547    -1.433    -0.114    -7.974
454 3NOX_07_arg                             47.313    45.802     1.511     3.299
455 3NOX_08_glu                           -108.450  -111.564     3.114     2.791
456 3NOX_09_glu                           -123.707  -122.376    -1.331    -1.087
457 3NOX_10_tyr                             -4.560    -4.538    -0.022    -0.484
458 3NOX_11_trp                             -0.650    -0.699     0.049     6.942
459 3NOX_12_ser                             -5.921    -6.327     0.406     6.422
460 3NOX_13_tyr                             -2.301    -2.286    -0.015    -0.637
461 3NOX_14_val                             -1.626    -0.341    -1.285  -376.893
462 3NOX_15_trp                             -1.772    -2.227     0.455    20.425
463 3NOX_16_tyr                            -15.403   -16.022     0.619     3.861
464 3NOX_17_asp                            -66.557   -62.357    -4.200    -6.735
465 3NOX_18_tyr                             -7.569    -8.583     1.014    11.809
466 3NOX_19_asn                             -5.546    -4.442    -1.104   -24.861
467 3NOX_20_val                             -2.858    -1.718    -1.140   -66.348
468 3NOX_21_hid                             -7.889    -8.313     0.424     5.100
469 3PE2_01_bbn                             -2.832    -3.063     0.231     7.539
470 3PE2_02_bbn                             -0.015    -0.120     0.105    87.346
471 3PE2_03_bbn                             -1.309    -1.582     0.273    17.231
472 3PE2_04_bbn                             -0.535    -1.140     0.605    53.075
473 3PE2_05_bbn                             -1.287    -2.152     0.865    40.175
474 3PE2_06_bbn                             -1.527    -2.152     0.625    29.034
475 3PE2_07_bbn                             -0.507    -1.632     1.125    68.931
476 3PE2_08_bbn                             -8.911    -8.648    -0.263    -3.043
477 3PE2_09_bbn                              1.599     0.102     1.497  1467.702
478 3PE2_10_bbn                             -1.194    -1.706     0.512    30.000
479 3PE2_11_bbn                             -2.408    -3.556     1.148    32.284
480 3PE2_12_bbn                            -18.692   -18.392    -0.300    -1.632
481 3PE2_13_bbn                             -6.046    -6.612     0.566     8.560
482 3PE2_14_leu                             -2.973    -3.361     0.388    11.557
483 3PE2_15_arg                            -20.850   -22.648     1.798     7.937
484 3PE2_16_val                             -4.266    -5.128     0.862    16.810
485 3PE2_17_val                             -3.068    -3.574     0.506    14.164
486 3PE2_18_lys                            -96.505  -101.837     5.332     5.236
487 3PE2_19_ile                             -3.150    -3.154     0.004     0.136
488 3PE2_20_phe                             -1.748    -2.992     1.244    41.585
489 3PE2_21_hid                             -1.245    -1.757     0.512    29.158
490 3PE2_22_val                             -0.952    -1.155     0.203    17.594
491 3PE2_23_asn                             -0.315    -0.799     0.484    60.561
492 3PE2_24_hid                             -2.553    -2.844     0.291    10.225
493 3PE2_25_met                             -3.152    -4.093     0.941    22.988
494 3PE2_26_ile                             -4.969    -5.304     0.335     6.313
495 3PE2_27_asp                             58.666    57.516     1.150     1.999
496 3PE2_28_trp                             -3.148    -4.656     1.508    32.399
497 4GID_01_bbn                             -2.047    -2.050     0.003     0.161
498 4GID_02_bbn                              0.682     1.595    -0.913   -57.271
499 4GID_03_bbn                             -2.516    -1.725    -0.791   -45.845
500 4GID_04_bbn                             -6.114    -5.236    -0.878   -16.776
501 4GID_05_bbn                              0.265     0.112     0.153   137.034
502 4GID_06_bbn                              3.017     2.493     0.524    21.036
503 4GID_07_bbn                            -14.856   -14.417    -0.439    -3.044
504 4GID_08_bbn                             -0.205    -0.097    -0.108  -111.683
505 4GID_09_pro                             -1.579    -1.047    -0.532   -50.770
506 4GID_10_bbn                             -3.627    -4.144     0.517    12.479
507 4GID_11_bbn                             -1.760    -2.179     0.419    19.237
508 4GID_12_bbn                             -3.218    -2.931    -0.287    -9.802
509 4GID_13_bbn                             -4.149    -5.824     1.675    28.763
510 4GID_14_bbn                             -1.954    -2.012     0.058     2.871
511 4GID_15_bbn                             -2.054    -1.966    -0.088    -4.492
512 4GID_16_bbn                             -4.265    -4.380     0.115     2.628
513 4GID_17_bbn                              0.700     0.779    -0.079   -10.083
514 4GID_18_bbn                             -3.506    -3.432    -0.074    -2.149
515 4GID_19_bbn                             -1.811    -1.652    -0.159    -9.614
516 4GID_20_bbn                              0.389    -0.379     0.768   202.678
517 4GID_21_bbn                            -17.762   -18.166     0.404     2.224
518 4GID_22_bbn                             -6.669    -6.907     0.238     3.442
519 4GID_23_bbn                             -6.683    -5.857    -0.826   -14.096
520 4GID_24_bbn                              0.629     0.454     0.175    38.565
521 4GID_25_ser                              0.198     0.291    -0.093   -31.867
522 4GID_26_gln                             -1.755    -1.744    -0.011    -0.640
523 4GID_27_tyr                             -0.167    -0.498     0.331    66.479
524 4GID_28_leu                             -2.871    -2.591    -0.280   -10.817
525 4GID_29_asp                            -81.466   -79.976    -1.490    -1.863
526 4GID_30_ser                              1.121     0.726     0.395    54.447
527 4GID_31_val                             -1.322    -0.830    -0.492   -59.289
528 4GID_32_tyr                             -6.825    -8.307     1.482    17.841
529 4GID_33_thr                             -0.421    -1.485     1.064    71.661
530 4GID_34_gln                             -2.201    -2.954     0.753    25.489
531 4GID_35_phe                             -2.791    -2.732    -0.059    -2.155
532 4GID_36_ile                             -2.050    -1.625    -0.425   -26.157
533 4GID_37_trp                             -2.731    -3.718     0.987    26.534
534 4GID_38_ile                             -2.313    -1.892    -0.421   -22.277
535 4GID_39_ile                             -1.830    -1.303    -0.527   -40.421
536 4GID_40_arg                             28.021    28.317    -0.296    -1.046
537 4GID_41_tyr                             -3.533    -4.078     0.545    13.353
538 4GID_42_ile                             -1.545    -1.315    -0.230   -17.459
539 4GID_43_asp                           -114.719  -114.321    -0.398    -0.348
540 4GID_44_thr                             -7.434    -6.629    -0.805   -12.139
541 4GID_45_thr                             -4.025    -4.836     0.811    16.774
542 4GID_46_asn                             -5.972    -5.295    -0.677   -12.784
543 4GID_47_arg                             28.866    27.645     1.221     4.416
544 4GID_48_lys                             24.019    23.587     0.432     1.830
545 4GID_49_ser                              0.190     0.084     0.106   126.146
546 4GID_50_val                             -1.597    -1.455    -0.142    -9.763
547 4GID_51_ala                             -0.810    -0.385    -0.425  -110.472
==========================================================================================
RMSE                0.928   kcal/mol
MUE                 0.621   kcal/mol
------------------------------------------------------------------------------------------
MSE                 0.132   kcal/mol
min                -4.200   kcal/mol
max                 5.332   kcal/mol
range               9.532   kcal/mol
min abs             0.000   kcal/mol
max abs             5.332   kcal/mol
==========================================================================================
RMSE             1940.432   %
MUE               155.451   %
MSE               115.879   %
min              -776.528   %
max             42989.271   %
range           43765.798   %
min abs             0.015   %
max abs         42989.271   %
------------------------------------------------------------------------------------------
RMSE/|avg|         11.462   %
MUE/|avg|           7.665   %
==========================================================================================
Statistics for groups:
neutral-neutral(225)RMSE      0.569   MSE      -0.010   kcal/mol
charged-neutral(280)RMSE      0.933   MSE       0.153   kcal/mol
charged-charged(42) RMSE      1.918   MSE       0.761   kcal/mol
--------------------------------------------------------------------------------
neutral-neutralRMSE/|avg|     25.17 %
charged-neutralRMSE/|avg|     21.88 %
charged-chargedRMSE/|avg|     2.95 %
==========================================================================================

