WARNING: Interface mlatom is under development and should be used with care:
         Only basic functionality, no error checks
        _______  
       /\______\ 
      / /      / 
     / / Cuby /   Dataset calculation
     \/______/   
                 
==========================================================================================
name                                             E      Eref     error  error(%)
428 3JVS_03_bbn                             -1.058    -1.071     0.013     1.198
429 3JVS_04_bbn                             -1.419    -0.504    -0.915  -181.557
430 3JVS_05_bbn                            -13.216   -12.381    -0.835    -6.745
431 3JVS_06_pro                             -5.136    -4.961    -0.175    -3.536
432 3JVS_07_bbn                              0.492     0.651    -0.159   -24.443
433 3JVS_08_pro                             -2.553    -2.382    -0.171    -7.165
434 3JVS_09_bbn                             -0.758    -0.536    -0.222   -41.449
435 3JVS_10_bbn                             -1.296    -1.080    -0.216   -20.010
436 3JVS_11_bbn                             -0.461    -0.457    -0.004    -0.847
437 3JVS_12_bbn                             -2.896    -2.491    -0.405   -16.245
438 3JVS_13_bbn                             -0.862    -1.033     0.171    16.599
439 3JVS_14_phe                             -6.467    -7.727     1.260    16.302
440 3JVS_15_asp                            -21.854    -7.306   -14.548  -199.123
441 3JVS_16_arg                             -0.136    -0.422     0.286    67.658
442 3JVS_17_ile                             -4.615    -3.698    -0.917   -24.784
443 3JVS_18_glu                            -27.024    -8.054   -18.970  -235.540
444 3JVS_19_tyr                             -1.484    -1.071    -0.413   -38.523
445 3JVS_20_ala                             -0.676    -0.589    -0.087   -14.707
446 3JVS_21_glu                            -22.823    -3.715   -19.108  -514.342
447 3JVS_22_leu                             -2.564    -1.646    -0.918   -55.794
448 3NOX_01_bbn                              1.189     0.798     0.391    49.027
449 3NOX_02_bbn                             -5.016    -6.207     1.191    19.196
450 3NOX_03_bbn                              0.785     0.757     0.028     3.663
451 3NOX_04_bbn                             -1.633    -1.971     0.338    17.169
452 3NOX_05_bbn                              0.889     1.333    -0.444   -33.334
453 3NOX_06_bbn                             -1.337    -1.433     0.096     6.722
454 3NOX_07_arg                             39.101    45.802    -6.701   -14.631
455 3NOX_08_glu                           -108.967  -111.564     2.597     2.328
456 3NOX_09_glu                           -119.664  -122.376     2.712     2.216
457 3NOX_10_tyr                             -5.195    -4.538    -0.657   -14.467
458 3NOX_11_trp                             -2.218    -0.699    -1.519  -217.332
459 3NOX_12_ser                             -5.401    -6.327     0.926    14.628
460 3NOX_13_tyr                             -2.103    -2.286     0.183     7.988
461 3NOX_14_val                            -11.964    -0.341   -11.623 -3408.418
462 3NOX_15_trp                             -3.155    -2.227    -0.928   -41.675
463 3NOX_16_tyr                            -15.315   -16.022     0.707     4.410
464 3NOX_17_asp                            -73.345   -62.357   -10.988   -17.621
465 3NOX_18_tyr                             -7.678    -8.583     0.905    10.539
466 3NOX_19_asn                             -4.640    -4.442    -0.198    -4.466
467 3NOX_20_val                             -0.873    -1.718     0.845    49.194
468 3NOX_21_hid                             -7.861    -8.313     0.452     5.442
469 3PE2_01_bbn                             -2.817    -3.063     0.246     8.029
470 3PE2_02_bbn                             -0.078    -0.120     0.042    34.989
471 3PE2_03_bbn                             -2.023    -1.582    -0.441   -27.888
472 3PE2_04_bbn                             -0.798    -1.140     0.342    30.006
473 3PE2_05_bbn                             -2.493    -2.152    -0.341   -15.826
474 3PE2_06_bbn                             -2.225    -2.152    -0.073    -3.395
475 3PE2_07_bbn                             -0.418    -1.632     1.214    74.397
476 3PE2_08_bbn                            -10.389    -8.648    -1.741   -20.128
477 3PE2_09_bbn                              2.054     0.102     1.952  1914.213
478 3PE2_10_bbn                             -2.203    -1.706    -0.497   -29.105
479 3PE2_11_bbn                             -2.379    -3.556     1.177    33.108
480 3PE2_12_bbn                            -19.631   -18.392    -1.239    -6.738
481 3PE2_13_bbn                             -4.673    -6.612     1.939    29.325
482 3PE2_14_leu                             -4.098    -3.361    -0.737   -21.921
483 3PE2_15_arg                            -32.515   -22.648    -9.867   -43.565
484 3PE2_16_val                             -4.691    -5.128     0.437     8.517
485 3PE2_17_val                             -2.292    -3.574     1.282    35.875
486 3PE2_18_lys                            -96.085  -101.837     5.752     5.648
487 3PE2_19_ile                             -1.685    -3.154     1.469    46.585
488 3PE2_20_phe                             -1.747    -2.992     1.245    41.621
489 3PE2_21_hid                             -0.853    -1.757     0.904    51.429
490 3PE2_22_val                             -0.807    -1.155     0.348    30.128
491 3PE2_23_asn                             -1.601    -0.799    -0.802  -100.367
492 3PE2_24_hid                             -2.723    -2.844     0.121     4.256
493 3PE2_25_met                             -4.654    -4.093    -0.561   -13.711
494 3PE2_26_ile                             -4.989    -5.304     0.315     5.941
495 3PE2_27_asp                             48.333    57.516    -9.183   -15.966
496 3PE2_28_trp                             -2.276    -4.656     2.380    51.121
497 4GID_01_bbn                             -1.917    -2.050     0.133     6.464
498 4GID_02_bbn                              1.203     1.595    -0.392   -24.551
499 4GID_03_bbn                             -1.762    -1.725    -0.037    -2.168
500 4GID_04_bbn                             -5.605    -5.236    -0.369    -7.045
501 4GID_05_bbn                              0.246     0.112     0.134   119.865
502 4GID_06_bbn                              2.820     2.493     0.327    13.105
503 4GID_07_bbn                            -14.955   -14.417    -0.538    -3.732
504 4GID_08_bbn                             -0.528    -0.097    -0.431  -444.221
505 4GID_09_pro                             -0.981    -1.047     0.066     6.347
506 4GID_10_bbn                             -3.594    -4.144     0.550    13.279
507 4GID_11_bbn                             -3.423    -2.179    -1.244   -57.106
508 4GID_12_bbn                             -3.969    -2.931    -1.038   -35.423
509 4GID_13_bbn                             -5.376    -5.824     0.448     7.697
510 4GID_14_bbn                             -1.873    -2.012     0.139     6.894
511 4GID_15_bbn                             -1.538    -1.966     0.428    21.765
512 4GID_16_bbn                             -4.415    -4.380    -0.035    -0.801
513 4GID_17_bbn                              0.943     0.779     0.164    21.048
514 4GID_18_bbn                             -3.272    -3.432     0.160     4.671
515 4GID_19_bbn                             -1.893    -1.652    -0.241   -14.584
516 4GID_20_bbn                              0.077    -0.379     0.456   120.443
517 4GID_21_bbn                            -23.112   -18.166    -4.946   -27.224
518 4GID_22_bbn                             -8.931    -6.907    -2.024   -29.307
519 4GID_23_bbn                             -8.555    -5.857    -2.698   -46.068
520 4GID_24_bbn                              0.500     0.454     0.046    10.180
521 4GID_25_ser                              0.262     0.291    -0.029    -9.892
522 4GID_26_gln                             -1.463    -1.744     0.281    16.108
523 4GID_27_tyr                             -0.652    -0.498    -0.154   -30.932
524 4GID_28_leu                             -2.860    -2.591    -0.269   -10.380
525 4GID_29_asp                            -79.201   -79.976     0.775     0.970
526 4GID_30_ser                              0.755     0.726     0.029     4.002
527 4GID_31_val                             -1.212    -0.830    -0.382   -45.982
528 4GID_32_tyr                             -8.450    -8.307    -0.143    -1.727
529 4GID_33_thr                             -2.588    -1.485    -1.103   -74.256
530 4GID_34_gln                             -2.974    -2.954    -0.020    -0.679
531 4GID_35_phe                             -3.135    -2.732    -0.403   -14.745
532 4GID_36_ile                             -1.901    -1.625    -0.276   -16.998
533 4GID_37_trp                             -3.316    -3.718     0.402    10.823
534 4GID_38_ile                             -1.994    -1.892    -0.102    -5.415
535 4GID_39_ile                             -1.741    -1.303    -0.438   -33.602
536 4GID_40_arg                             27.571    28.317    -0.746    -2.633
537 4GID_41_tyr                             -4.427    -4.078    -0.349    -8.557
538 4GID_42_ile                             -1.255    -1.315     0.060     4.574
539 4GID_43_asp                           -113.388  -114.321     0.933     0.816
540 4GID_44_thr                             -8.571    -6.629    -1.942   -29.303
541 4GID_45_thr                             -5.342    -4.836    -0.506   -10.472
542 4GID_46_asn                             -6.177    -5.295    -0.882   -16.664
543 4GID_47_arg                             26.252    27.645    -1.393    -5.040
544 4GID_48_lys                             22.750    23.587    -0.837    -3.549
545 4GID_49_ser                             -0.023     0.084    -0.107  -126.858
546 4GID_50_val                             -1.273    -1.455     0.182    12.524
547 4GID_51_ala                             -0.408    -0.385    -0.023    -5.964
==========================================================================================
RMSE                3.020   kcal/mol
MUE                 0.955   kcal/mol
------------------------------------------------------------------------------------------
MSE                -0.373   kcal/mol
min               -51.636   kcal/mol
max                 6.959   kcal/mol
range              58.595   kcal/mol
min abs             0.002   kcal/mol
max abs            51.636   kcal/mol
==========================================================================================
RMSE             1904.566   %
MUE               168.572   %
MSE                84.532   %
min             -3408.418   %
max             41540.872   %
range           44949.290   %
min abs             0.027   %
max abs         41540.872   %
------------------------------------------------------------------------------------------
RMSE/|avg|         37.295   %
MUE/|avg|          11.787   %
==========================================================================================
Statistics for groups:
neutral-neutral(225)RMSE      3.510   MSE      -0.397   kcal/mol
charged-neutral(280)RMSE      2.248   MSE      -0.272   kcal/mol
charged-charged(42) RMSE      4.370   MSE      -0.919   kcal/mol
--------------------------------------------------------------------------------
neutral-neutralRMSE/|avg|     155.37 %
charged-neutralRMSE/|avg|     52.69 %
charged-chargedRMSE/|avg|     6.73 %
==========================================================================================

