        _______  
       /\______\ 
      / /      / 
     / / Cuby /   Dataset calculation
     \/______/   
                 
==========================================================================================
name                                             E      Eref     error  error(%)
436 3JVS_11_bbn                             -0.303    -0.457     0.154    33.746
437 3JVS_12_bbn                             -2.929    -2.491    -0.438   -17.572
438 3JVS_13_bbn                             -0.966    -1.033     0.067     6.508
439 3JVS_14_phe                             -7.692    -7.727     0.035     0.447
440 3JVS_15_asp                             -5.478    -7.306     1.828    25.020
441 3JVS_16_arg                             -0.489    -0.422    -0.067   -15.900
442 3JVS_17_ile                             -3.479    -3.698     0.219     5.915
443 3JVS_18_glu                             -7.098    -8.054     0.956    11.876
444 3JVS_19_tyr                             -1.558    -1.071    -0.487   -45.496
445 3JVS_20_ala                             -0.836    -0.589    -0.247   -41.992
446 3JVS_21_glu                             -4.184    -3.715    -0.469   -12.622
447 3JVS_22_leu                             -1.719    -1.646    -0.073    -4.462
448 3NOX_01_bbn                              1.581     0.798     0.783    98.160
449 3NOX_02_bbn                             -5.753    -6.207     0.454     7.308
450 3NOX_03_bbn                              0.898     0.757     0.141    18.579
451 3NOX_04_bbn                             -1.649    -1.971     0.322    16.359
452 3NOX_05_bbn                              1.613     1.333     0.280    21.017
453 3NOX_06_bbn                             -1.175    -1.433     0.258    18.017
454 3NOX_07_arg                             46.092    45.802     0.290     0.633
455 3NOX_08_glu                           -103.420  -111.564     8.144     7.300
456 3NOX_09_glu                           -117.969  -122.376     4.407     3.601
457 3NOX_10_tyr                             -5.427    -4.538    -0.889   -19.582
458 3NOX_11_trp                             -0.454    -0.699     0.245    35.107
459 3NOX_12_ser                             -6.201    -6.327     0.126     1.990
460 3NOX_13_tyr                             -2.041    -2.286     0.245    10.708
461 3NOX_14_val                             -1.427    -0.341    -1.086  -318.590
462 3NOX_15_trp                             -2.007    -2.227     0.220     9.896
463 3NOX_16_tyr                            -15.556   -16.022     0.466     2.910
464 3NOX_17_asp                            -63.607   -62.357    -1.250    -2.004
465 3NOX_18_tyr                             -7.203    -8.583     1.380    16.075
466 3NOX_19_asn                             -5.307    -4.442    -0.865   -19.464
467 3NOX_20_val                             -1.095    -1.718     0.623    36.277
468 3NOX_21_hid                             -7.737    -8.313     0.576     6.927
469 3PE2_01_bbn                             -3.303    -3.063    -0.240    -7.824
470 3PE2_02_bbn                             -0.364    -0.120    -0.244  -203.710
471 3PE2_03_bbn                             -2.094    -1.582    -0.512   -32.376
472 3PE2_04_bbn                             -0.990    -1.140     0.150    13.116
473 3PE2_05_bbn                             -1.676    -2.152     0.476    22.142
474 3PE2_06_bbn                             -1.994    -2.152     0.158     7.333
475 3PE2_07_bbn                             -1.452    -1.632     0.180    11.024
476 3PE2_08_bbn                             -6.642    -8.648     2.006    23.192
477 3PE2_09_bbn                             -0.385     0.102    -0.487  -477.082
478 3PE2_10_bbn                             -1.727    -1.706    -0.021    -1.256
479 3PE2_11_bbn                             -3.435    -3.556     0.121     3.415
480 3PE2_12_bbn                            -16.465   -18.392     1.927    10.480
481 3PE2_13_bbn                             -6.931    -6.612    -0.319    -4.823
482 3PE2_14_leu                             -3.159    -3.361     0.202     6.000
483 3PE2_15_arg                            -22.228   -22.648     0.420     1.853
484 3PE2_16_val                             -3.928    -5.128     1.200    23.393
485 3PE2_17_val                             -3.496    -3.574     0.078     2.192
486 3PE2_18_lys                            -94.399  -101.837     7.438     7.304
487 3PE2_19_ile                             -2.463    -3.154     0.691    21.908
488 3PE2_20_phe                             -2.135    -2.992     0.857    28.631
489 3PE2_21_hid                             -1.560    -1.757     0.197    11.209
490 3PE2_22_val                             -1.015    -1.155     0.140    12.124
491 3PE2_23_asn                             -0.572    -0.799     0.227    28.446
492 3PE2_24_hid                             -2.269    -2.844     0.575    20.201
493 3PE2_25_met                             -3.381    -4.093     0.712    17.384
494 3PE2_26_ile                             -4.779    -5.304     0.525     9.901
495 3PE2_27_asp                             57.728    57.516     0.212     0.369
496 3PE2_28_trp                             -2.818    -4.656     1.838    39.481
497 4GID_01_bbn                             -2.238    -2.050    -0.188    -9.181
498 4GID_02_bbn                              2.039     1.595     0.444    27.859
499 4GID_03_bbn                             -2.057    -1.725    -0.332   -19.264
500 4GID_04_bbn                             -6.012    -5.236    -0.776   -14.824
501 4GID_05_bbn                              0.603     0.112     0.491   438.223
502 4GID_06_bbn                              3.618     2.493     1.125    45.135
503 4GID_07_bbn                            -15.439   -14.417    -1.022    -7.090
504 4GID_08_bbn                              0.337    -0.097     0.434   447.379
505 4GID_09_pro                             -0.965    -1.047     0.082     7.831
506 4GID_10_bbn                             -4.984    -4.144    -0.840   -20.277
507 4GID_11_bbn                             -2.155    -2.179     0.024     1.083
508 4GID_12_bbn                             -2.976    -2.931    -0.045    -1.524
509 4GID_13_bbn                             -6.417    -5.824    -0.593   -10.174
510 4GID_14_bbn                             -1.849    -2.012     0.163     8.121
511 4GID_15_bbn                             -1.852    -1.966     0.114     5.803
512 4GID_16_bbn                             -3.993    -4.380     0.387     8.832
513 4GID_17_bbn                              1.112     0.779     0.333    42.725
514 4GID_18_bbn                             -3.542    -3.432    -0.110    -3.191
515 4GID_19_bbn                             -1.170    -1.652     0.482    29.195
516 4GID_20_bbn                              0.756    -0.379     1.135   299.361
517 4GID_21_bbn                            -20.105   -18.166    -1.939   -10.673
518 4GID_22_bbn                             -6.021    -6.907     0.886    12.821
519 4GID_23_bbn                             -7.763    -5.857    -1.906   -32.542
520 4GID_24_bbn                              0.845     0.454     0.391    86.113
521 4GID_25_ser                              0.441     0.291     0.150    51.487
522 4GID_26_gln                             -1.457    -1.744     0.287    16.439
523 4GID_27_tyr                             -0.365    -0.498     0.133    26.702
524 4GID_28_leu                             -2.042    -2.591     0.549    21.199
525 4GID_29_asp                            -80.791   -79.976    -0.815    -1.018
526 4GID_30_ser                              1.709     0.726     0.983   135.415
527 4GID_31_val                             -0.720    -0.830     0.110    13.241
528 4GID_32_tyr                             -7.349    -8.307     0.958    11.534
529 4GID_33_thr                             -7.028    -1.485    -5.543  -373.252
530 4GID_34_gln                             -2.731    -2.954     0.223     7.554
531 4GID_35_phe                             -2.879    -2.732    -0.147    -5.385
532 4GID_36_ile                             -1.637    -1.625    -0.012    -0.726
533 4GID_37_trp                             -2.787    -3.718     0.931    25.043
534 4GID_38_ile                             -1.922    -1.892    -0.030    -1.596
535 4GID_39_ile                             -1.417    -1.303    -0.114    -8.746
536 4GID_40_arg                             28.977    28.317     0.660     2.332
537 4GID_41_tyr                             -4.267    -4.078    -0.189    -4.627
538 4GID_42_ile                             -0.978    -1.315     0.337    25.597
539 4GID_43_asp                           -111.379  -114.321     2.942     2.573
540 4GID_44_thr                             -8.424    -6.629    -1.795   -27.077
541 4GID_45_thr                             -5.932    -4.836    -1.096   -22.672
542 4GID_46_asn                             -4.725    -5.295     0.570    10.758
543 4GID_47_arg                             28.509    27.645     0.864     3.124
544 4GID_48_lys                             23.159    23.587    -0.428    -1.816
545 4GID_49_ser                              0.635     0.084     0.551   656.376
546 4GID_50_val                             -0.843    -1.455     0.612    42.054
547 4GID_51_ala                             -0.579    -0.385    -0.194   -50.300
==========================================================================================
RMSE                1.280   kcal/mol
MUE                 0.711   kcal/mol
------------------------------------------------------------------------------------------
MSE                 0.312   kcal/mol
min                -5.543   kcal/mol
max                 8.144   kcal/mol
range              13.687   kcal/mol
min abs             0.000   kcal/mol
max abs             8.144   kcal/mol
==========================================================================================
RMSE             1522.077   %
MUE               124.059   %
MSE                84.589   %
min             -1465.790   %
max             34552.050   %
range           36017.840   %
min abs             0.028   %
max abs         34552.050   %
------------------------------------------------------------------------------------------
RMSE/|avg|         15.808   %
MUE/|avg|           8.782   %
==========================================================================================
Statistics for groups:
neutral-neutral(225)RMSE      0.562   MSE      -0.001   kcal/mol
charged-neutral(280)RMSE      1.125   MSE       0.278   kcal/mol
charged-charged(42) RMSE      3.349   MSE       2.224   kcal/mol
--------------------------------------------------------------------------------
neutral-neutralRMSE/|avg|     24.88 %
charged-neutralRMSE/|avg|     26.36 %
charged-chargedRMSE/|avg|     5.16 %
==========================================================================================

